symbol	entrez	ensembl	uniprot
Ttc9	69480	ENSMUSG00000042734	Q3V038
Map2k2	26396	ENSMUSG00000035027	Q63932
Vmn2r98	224552	ENSMUSG00000096717	
Map2k2	26396	ENSMUSG00000035027	
Zc3hav1	78781	ENSMUSG00000029826	
Zc3hav1	78781	ENSMUSG00000029826	Q3UPF5
Shcbp1	20419	ENSMUSG00000022322	Q9Z179
Taok1	216965	ENSMUSG00000017291	Q5F2E8
Vamp3	22319	ENSMUSG00000028955	P63024
Camk2a	12322	ENSMUSG00000024617	P11798
Shcbp1	20419	ENSMUSG00000022322	
Ntn4	57764	ENSMUSG00000020019	
Olfr71	56015	ENSMUSG00000046450	
Camk2a	12322	ENSMUSG00000024617	
Ndufaf1	69702	ENSMUSG00000027305	
Slc52a3	69698	ENSMUSG00000027463	Q9D6X5
Mms22l	212377	ENSMUSG00000045751	B1AUR6
Irf2bp1	272359	ENSMUSG00000044030	Q8R3Y8
Nphs1	54631	ENSMUSG00000006649	Q9QZS7
Mms22l	212377	ENSMUSG00000045751	
Hrct1	100039781	ENSMUSG00000071001	Q9D6B9
Map3k9	338372	ENSMUSG00000042724	Q3U1V8
Fndc5	384061	ENSMUSG00000001334	Q8K4Z2
Map3k9	338372	ENSMUSG00000042724	
Rnf223	100045778	ENSMUSG00000110404	
Mtmr12	268783	ENSMUSG00000039458	Q80TA6
Sqle	20775	ENSMUSG00000022351	P52019
Sqle	20775	ENSMUSG00000022351	
Nphs1	54631	ENSMUSG00000006649	
Dctd	320685	ENSMUSG00000031562	
Mtmr12	268783	ENSMUSG00000039458	
Ntn4	57764	ENSMUSG00000020019	Q9JI33
Abhd17c	70178	ENSMUSG00000038459	Q8VCV1
Pard3b	72823	ENSMUSG00000052062	Q9CSB4
Cd209b	69165	ENSMUSG00000065987	Q8CJ91
Pard3b	72823	ENSMUSG00000052062	
Etaa1	68145	ENSMUSG00000016984	Q5SVT3
Dnaaf1	68270	ENSMUSG00000031831	Q9D2H9
Gm11757	623272	ENSMUSG00000096750	
Lgals8	56048	ENSMUSG00000057554	Q9JL15
Gngt2	14710	ENSMUSG00000038811	Q61017
Lgals8	56048	ENSMUSG00000057554	
Foxa3	15377	ENSMUSG00000040891	P35584
Olfr1370	258528	ENSMUSG00000042869	
I830077J02Rik	433638	ENSMUSG00000074342	Q3U7U4
Atp5j2	57423	ENSMUSG00000038690	P56135
Gnai1	14677	ENSMUSG00000057614	B2RSH2
I830077J02Rik	433638	ENSMUSG00000074342	
Lifr	16880	ENSMUSG00000054263	P42703
Olfr1369-ps1		ENSMUSG00000060404	
Fyb2	242594	ENSMUSG00000078612	A2A995
Fyb2	242594	ENSMUSG00000078612	
Kmt5c	232811	ENSMUSG00000059851	Q6Q783
Olfr263	18341	ENSMUSG00000071522	
Dok1	13448	ENSMUSG00000068335	P97465
Kmt5c	232811	ENSMUSG00000059851	
Gm13871	667780	ENSMUSG00000096333	
Atp5j2	57423	ENSMUSG00000038690	
Dok1	13448	ENSMUSG00000068335	
Ccl27b	100040048	ENSMUSG00000096826	Q9Z1X0
Olfr1368	258527	ENSMUSG00000045474	
Ugcg	22234	ENSMUSG00000028381	O88693
Abca8a	217258	ENSMUSG00000041828	Q8K442
Vmn2r46	100042894	ENSMUSG00000090342	
Rimklb	108653	ENSMUSG00000040649	Q80WS1
Smyd1	12180	ENSMUSG00000055027	P97443
Abca8a	217258	ENSMUSG00000041828	
Olfr1177-ps		ENSMUSG00000075128	
Nmi	64685	ENSMUSG00000026946	O35309
Zcchc2	227449	ENSMUSG00000038866	Q69ZB8
Vmn2r40	100042781	ENSMUSG00000090864	
Ythdf2	213541	ENSMUSG00000040025	Q91YT7
Ythdf2	213541	ENSMUSG00000040025	
Zcchc2	227449	ENSMUSG00000038866	
Il11ra2	16158	ENSMUSG00000078735	P70225
Rimklb	108653	ENSMUSG00000040649	
Ighv5-9-1		ENSMUSG00000095210	
Smyd1	12180	ENSMUSG00000055027	
Gm11756	623281	ENSMUSG00000093962	
Vmn1r218	171256	ENSMUSG00000115020	
Nmi	64685	ENSMUSG00000026946	
Tdrd12	71981	ENSMUSG00000030491	
Ighv5-12-4		ENSMUSG00000103033	
Ccdc57	71276	ENSMUSG00000048445	Q6PHN1
Inpp4b	234515	ENSMUSG00000037940	
Rassf7	66985	ENSMUSG00000038618	Q9DD19
Trim27	19720	ENSMUSG00000021326	Q62158
Taf1c	21341	ENSMUSG00000031832	Q6PDZ2
Tdrd12	71981	ENSMUSG00000030491	Q9CWU0
Trim27	19720	ENSMUSG00000021326	
Rassf7	66985	ENSMUSG00000038618	
Catsper1	225865	ENSMUSG00000038498	Q91ZR5
Krcc1	57896	ENSMUSG00000053012	Q99JT5
Prkar2b	19088	ENSMUSG00000002997	P31324
Catsper1	225865	ENSMUSG00000038498	
Krcc1	57896	ENSMUSG00000053012	
Taf1c	21341	ENSMUSG00000031832	
Zfp90	22751	ENSMUSG00000031907	
Cyp4f40	631304	ENSMUSG00000090700	
Serp1	28146	ENSMUSG00000027808	Q9Z1W5
Gadd45a	13197	ENSMUSG00000036390	P48316
Supt20	56790	ENSMUSG00000027751	
Bpifc	270757	ENSMUSG00000050108	
Vmn2r47	100042891	ENSMUSG00000094107	
Gadd45a	13197	ENSMUSG00000036390	
Adad2	75773	ENSMUSG00000024266	
Olfr1178	258203	ENSMUSG00000056995	
Prkar2b	19088	ENSMUSG00000002997	
Zfp90	22751	ENSMUSG00000031907	Q61967
3830403N18Rik	70691	ENSMUSG00000031125	
Ighv2-9-1		ENSMUSG00000095565	
Diras2	68203	ENSMUSG00000047842	Q5PR73
Cd209c	170776	ENSMUSG00000040165	Q91ZW9
Dennd5a	19347	ENSMUSG00000035901	
Smg7	226517	ENSMUSG00000042772	Q5RJH6
Papola	18789	ENSMUSG00000021111	Q61183
Mboat2	67216	ENSMUSG00000020646	
Cd209c	170776	ENSMUSG00000040165	
Fbxo27	233040	ENSMUSG00000037463	Q6DIA9
Dennd5a	19347	ENSMUSG00000035901	Q6PAL8
Papola	18789	ENSMUSG00000021111	
Slc41a1	98396	ENSMUSG00000013275	Q8BJA2
Fbxo27	233040	ENSMUSG00000037463	
Nt5m	103850	ENSMUSG00000032615	Q8VCE6
Cst6	73720	ENSMUSG00000024846	
Abi3	66610	ENSMUSG00000018381	Q8BYZ1
Golt1b	66964	ENSMUSG00000030245	Q9CR60
Pcmt1	18537	ENSMUSG00000019795	
Nfxl1	100978	ENSMUSG00000072889	
Gm21627	108168557	ENSMUSG00000100856	
Drosha	14000	ENSMUSG00000022191	Q5HZJ0
Abi3	66610	ENSMUSG00000018381	
Inpp4b	234515	ENSMUSG00000037940	Q6P1Y8
Xbp1	22433	ENSMUSG00000020484	O35426
Olfr1179	258919	ENSMUSG00000075127	
Supt20	56790	ENSMUSG00000027751	Q7TT00
Xbp1	22433	ENSMUSG00000020484	
Atox1	11927	ENSMUSG00000018585	O08997
Olfr1180	258920	ENSMUSG00000081836	
Brd3	67382	ENSMUSG00000026918	Q8K2F0
Zfp61	22719	ENSMUSG00000050605	
Mok	26448	ENSMUSG00000056458	
Alg8	381903	ENSMUSG00000035704	Q6P8H8
Meikin	74847	ENSMUSG00000020332	Q5F2C3
Brd3	67382	ENSMUSG00000026918	
Mok	26448	ENSMUSG00000056458	Q9WVS4
Vmn2r48	625580	ENSMUSG00000095914	
Trpc6	22068	ENSMUSG00000031997	Q61143
2310002L09Rik	71886	ENSMUSG00000028396	
Spaar	71406	ENSMUSG00000028475	A0A1B0GSZ0
Trpc6	22068	ENSMUSG00000031997	
Gpkow	209416	ENSMUSG00000031148	Q56A08
Usp44	327799	ENSMUSG00000020020	Q8C2S0
Gpkow	209416	ENSMUSG00000031148	
Zfp652	268469	ENSMUSG00000075595	Q5DU09
Olfr159	29849	ENSMUSG00000044801	
Tnfrsf9	21942	ENSMUSG00000028965	
Zfp652	268469	ENSMUSG00000075595	
Olfr29-ps1		ENSMUSG00000111338	
Ppp1r3b	244416	ENSMUSG00000046794	Q8C767
Aldh9a1	56752	ENSMUSG00000026687	
Gm12569	622699	ENSMUSG00000061469	
Phospho1	237928	ENSMUSG00000050860	
Esr2	13983	ENSMUSG00000021055	O08537
Nyap2	241134	ENSMUSG00000054976	
Kif11	16551	ENSMUSG00000012443	Q6P9P6
Dmrt3	240590	ENSMUSG00000042372	
Phospho1	237928	ENSMUSG00000050860	Q8R2H9
Eif2a	229317	ENSMUSG00000027810	Q8BJW6
Scrt2	545474	ENSMUSG00000060257	Q8BTH6
Banf1	23825	ENSMUSG00000024844	O54962
Dmrt3	240590	ENSMUSG00000042372	Q80WT2
F2rl2	14064	ENSMUSG00000021675	O08675
Tnfrsf9	21942	ENSMUSG00000028965	P20334
Gm4340	100043292	ENSMUSG00000090854	
Vmn2r127		ENSMUSG00000093533	
BC049762	193286	ENSMUSG00000045942	
Cops3	26572	ENSMUSG00000019373	O88543
Rex1bd	66462	ENSMUSG00000058833	Q9CYZ6
Esr2	13983	ENSMUSG00000021055	
Prl8a2	13529	ENSMUSG00000018259	
Cops3	26572	ENSMUSG00000019373	
Sgip1	73094	ENSMUSG00000028524	Q8VD37
Fbxo7	69754	ENSMUSG00000001786	Q3U7U3
Frmd5	228564	ENSMUSG00000027238	
Vps13a	271564	ENSMUSG00000046230	Q5H8C4
Rex1bd	66462	ENSMUSG00000058833	
Eif2a	229317	ENSMUSG00000027810	
Ninj1	18081	ENSMUSG00000037966	O70131
Sgip1	73094	ENSMUSG00000028524	
Eif1ad	69860	ENSMUSG00000024841	Q3THJ3
Fbxo7	69754	ENSMUSG00000001786	
Ninj1	18081	ENSMUSG00000037966	
Wdr34	71820	ENSMUSG00000039715	
Pik3r1	18708	ENSMUSG00000041417	P26450
Mboat2	67216	ENSMUSG00000020646	Q8R3I2
Olfr156	29846	ENSMUSG00000110970	
Clk4	12750	ENSMUSG00000020385	
H2-Ob	15002	ENSMUSG00000041538	
Pik3r1	18708	ENSMUSG00000041417	
Exosc8	69639	ENSMUSG00000027752	Q9D753
Elk3	13713	ENSMUSG00000008398	P41971
Vps13a	271564	ENSMUSG00000046230	
Elk3	13713	ENSMUSG00000008398	
Vmn2r49	625605	ENSMUSG00000096180	
Fam227b	75823	ENSMUSG00000027209	Q9D518
Cd180	17079	ENSMUSG00000021624	Q62192
Smox	228608	ENSMUSG00000027333	
Cd180	17079	ENSMUSG00000021624	
Tctex1d1	67344	ENSMUSG00000028523	
Frmd5	228564	ENSMUSG00000027238	Q6P5H6
Vmn1r219	171272	ENSMUSG00000061376	
Crnn	381457	ENSMUSG00000078657	
Fam227b	75823	ENSMUSG00000027209	
Pacs1	107975	ENSMUSG00000024855	Q8K212
Skap2	54353	ENSMUSG00000059182	Q3UND0
Tmem235	546519	ENSMUSG00000070330	B1AQL3
Skap2	54353	ENSMUSG00000059182	
Tctex1d1	67344	ENSMUSG00000028523	Q9D5I4
Btbd35f21	100862329	ENSMUSG00000099711	
Fgf7	14178	ENSMUSG00000027208	P36363
Btbd35f30	100862341	ENSMUSG00000118405	
Adamts3	330119	ENSMUSG00000043635	
Exosc8	69639	ENSMUSG00000027752	
Pacs1	107975	ENSMUSG00000024855	
Slc10a2	20494	ENSMUSG00000023073	P70172
G3bp1	27041	ENSMUSG00000018583	P97855
Olfr1306	258023	ENSMUSG00000096566	
Vmn1r220	171271	ENSMUSG00000096099	
Fbxo17	50760	ENSMUSG00000030598	Q9QZM8
Gm10037	102637366	ENSMUSG00000058246	
Tha1	71776	ENSMUSG00000017713	
Rsu1	20163	ENSMUSG00000026727	
Nup43	69912	ENSMUSG00000040034	P59235
BC048507	408058	ENSMUSG00000064063	
Btbd35f5	100040533	ENSMUSG00000118409	Q99N64
Hhex	15242	ENSMUSG00000024986	P43120
Taf6l	225895	ENSMUSG00000003680	
Exosc2	227715	ENSMUSG00000039356	Q8VBV3
Rpp40	208366	ENSMUSG00000021418	Q8R1F9
1700040F15Rik		ENSMUSG00000100667	
Rpp40	208366	ENSMUSG00000021418	
Fam205a1	433698	ENSMUSG00000078721	
Hhex	15242	ENSMUSG00000024986	
Mdga2	320772	ENSMUSG00000034912	
Gab2	14389	ENSMUSG00000004508	
Taf6l	225895	ENSMUSG00000003680	Q8R2K4
Exosc2	227715	ENSMUSG00000039356	
Cdk17	237459	ENSMUSG00000020015	Q8K0D0
Ubash3b	72828	ENSMUSG00000032020	Q8BGG7
Cdk17	237459	ENSMUSG00000020015	
Ighv5-6		ENSMUSG00000094951	
Tmem161b	72745	ENSMUSG00000035762	Q8C2L6
Clk4	12750	ENSMUSG00000020385	O35493
Susd1	634731	ENSMUSG00000038578	
Ubash3b	72828	ENSMUSG00000032020	
Sec14l2	67815	ENSMUSG00000003585	Q99J08
H2-Q4	15015	ENSMUSG00000035929	
Tmem161b	72745	ENSMUSG00000035762	
Lrrc61	243371	ENSMUSG00000073096	
Mdga2	320772	ENSMUSG00000034912	P60755
Ccl21a	18829	ENSMUSG00000094686	P84444
Slc25a32	69906	ENSMUSG00000022299	Q8BMG8
Olfr157	100040268	ENSMUSG00000111611	
Slc25a32	69906	ENSMUSG00000022299	
Btbd35f12	100040606	ENSMUSG00000101500	
Srxn1	76650	ENSMUSG00000032802	
Iqgap2	544963	ENSMUSG00000021676	Q3UQ44
Camta1	100072	ENSMUSG00000014592	A2A891
Olfr1307	257956	ENSMUSG00000094747	
Fgfr1op	75296	ENSMUSG00000069135	Q66JX5
Ccl19	24047	ENSMUSG00000071005	O70460
Camta1	100072	ENSMUSG00000014592	
Tmem161a	234371	ENSMUSG00000002342	
Edem1	192193	ENSMUSG00000030104	
Cd8b1	12526	ENSMUSG00000053044	P10300
Olfr1308	258258	ENSMUSG00000074952	
Snrnp70	20637	ENSMUSG00000063511	Q62376
Ccl19	24047	ENSMUSG00000071005	
Snrnp70	20637	ENSMUSG00000063511	
Olfr1309	258439	ENSMUSG00000109528	
Gm12394		ENSMUSG00000078722	
Fgfr1op	75296	ENSMUSG00000069135	
Edem1	192193	ENSMUSG00000030104	Q925U4
4930578G10Rik		ENSMUSG00000054885	
Uimc1	20184	ENSMUSG00000025878	
Gm773	331416	ENSMUSG00000073177	
Slc6a7	240332	ENSMUSG00000052026	Q6PGE7
Sytl5	236643	ENSMUSG00000054453	Q80T23
Pak2	224105	ENSMUSG00000022781	Q8CIN4
Zfp94	22756	ENSMUSG00000074282	
Sv2a	64051	ENSMUSG00000038486	Q9JIS5
Vmn1r221	100312485	ENSMUSG00000082316	
Flg2	229574	ENSMUSG00000049133	
Vmn1r222	171274	ENSMUSG00000061022	
Limch1	77569	ENSMUSG00000037736	Q3UH68
Mgst3	66447	ENSMUSG00000026688	Q9CPU4
Olfr155	29845	ENSMUSG00000071000	
Uts2	24111	ENSMUSG00000028963	Q9QZQ3
Limch1	77569	ENSMUSG00000037736	
Scgb2b24	233090	ENSMUSG00000046438	Q7M747
Vmn1r223	100036518	ENSMUSG00000069280	
Rarres2	71660	ENSMUSG00000009281	
Idi1	319554	ENSMUSG00000058258	
Luc7l	66978	ENSMUSG00000024188	
Tcf15	21407	ENSMUSG00000068079	Q60756
Psma6	26443	ENSMUSG00000021024	
Actn2	11472	ENSMUSG00000052374	Q9JI91
Tescl	69301	ENSMUSG00000055826	
Rarres2	71660	ENSMUSG00000009281	Q9DD06
Psma6	26443	ENSMUSG00000021024	Q9QUM9
Actn2	11472	ENSMUSG00000052374	
Luc7l	66978	ENSMUSG00000024188	Q9CYI4
Ppp1r3a	140491	ENSMUSG00000042717	Q99MR9
Myo18b	74376	ENSMUSG00000072720	
Serpinf2	18816	ENSMUSG00000038224	Q61247
Serpinf2	18816	ENSMUSG00000038224	
Slco6c1	74441	ENSMUSG00000026331	
Rnf6	74132	ENSMUSG00000029634	Q9DBU5
Gm9733	751864	ENSMUSG00000078783	
Tfrc	22042	ENSMUSG00000022797	Q62351
Cnn1	12797	ENSMUSG00000001349	
Tfrc	22042	ENSMUSG00000022797	
Cep128	75216	ENSMUSG00000061533	
Rnf6	74132	ENSMUSG00000029634	
Rbm33	381626	ENSMUSG00000048271	
Nxpe5	381680	ENSMUSG00000047592	
Cnn1	12797	ENSMUSG00000001349	Q08091
Fbxl19	233902	ENSMUSG00000030811	
Abl1	11350	ENSMUSG00000026842	P00520
Zfp715	69930	ENSMUSG00000012640	
Ebf3	13593	ENSMUSG00000010476	O08791
Abl1	11350	ENSMUSG00000026842	
Il23a	83430	ENSMUSG00000025383	Q9EQ14
Mrps25	64658	ENSMUSG00000014551	Q9D125
Nceh1	320024	ENSMUSG00000027698	Q8BLF1
Per3	18628	ENSMUSG00000028957	O70361
Slc25a25	227731	ENSMUSG00000026819	A2ASZ8
Nceh1	320024	ENSMUSG00000027698	
Ebf3	13593	ENSMUSG00000010476	
Ttc26	264134	ENSMUSG00000056832	Q8BS45
AL929275.1		ENSMUSG00000118600	
Scpep1	74617	ENSMUSG00000000278	Q920A5
Cavin1	19285	ENSMUSG00000004044	O54724
Ttc26	264134	ENSMUSG00000056832	
Lratd2	399603	ENSMUSG00000072568	
2310011J03Rik	66374	ENSMUSG00000020133	Q9D7E4
Per3	18628	ENSMUSG00000028957	
Wdr77	70465	ENSMUSG00000000561	Q99J09
Tnn	329278	ENSMUSG00000026725	Q80Z71
Kdm5b	75605	ENSMUSG00000042207	Q80Y84
Slc25a25	227731	ENSMUSG00000026819	
Ctif	269037	ENSMUSG00000052928	
Tnn	329278	ENSMUSG00000026725	
Nudt19	110959	ENSMUSG00000034875	P11930
Gm13090	105704528	ENSMUSG00000078491	
Naif1	71254	ENSMUSG00000039164	Q6PFD7
Socs3	12702	ENSMUSG00000053113	O35718
Tmem161a	234371	ENSMUSG00000002342	Q8VCA6
Cep128	75216	ENSMUSG00000061533	Q8BI22
Snrpb	20638	ENSMUSG00000027404	P27048
Btbd35f15	100040698	ENSMUSG00000101294	
Sirpb1a	320832	ENSMUSG00000095788	
Ccdc82	66396	ENSMUSG00000079084	Q6PG04
Dok3	27261	ENSMUSG00000035711	Q9QZK7
Wdr77	70465	ENSMUSG00000000561	
Snrpb	20638	ENSMUSG00000027404	
Rbm33	381626	ENSMUSG00000048271	Q9CXK9
Ccdc82	66396	ENSMUSG00000079084	
Btbd35f13	100040722	ENSMUSG00000095934	
Cops2	12848	ENSMUSG00000027206	P61202
Prl2b1	66392	ENSMUSG00000069258	Q9DAZ2
Arl6ip4	65105	ENSMUSG00000029404	
Cops2	12848	ENSMUSG00000027206	
Prl2b1	66392	ENSMUSG00000069258	
H2-Q5		ENSMUSG00000055413	
Asphd1	233879	ENSMUSG00000046378	Q2TA57
Ddhd2	72108	ENSMUSG00000061313	Q80Y98
Prkaa2	108079	ENSMUSG00000028518	Q8BRK8
Ddhd2	72108	ENSMUSG00000061313	
Nfib	18028	ENSMUSG00000008575	
Pdcd10	56426	ENSMUSG00000027835	Q8VE70
H2ac21	621893	ENSMUSG00000063689	Q64522
Nr2c2	22026	ENSMUSG00000005893	P49117
Lrrc4b	272381	ENSMUSG00000047085	
Pdcd10	56426	ENSMUSG00000027835	
Nr2c2	22026	ENSMUSG00000005893	
Siglec15	620235	ENSMUSG00000091055	
Lrrc4b	272381	ENSMUSG00000047085	P0C192
Fbxl19	233902	ENSMUSG00000030811	Q6PB97
Xpot	73192	ENSMUSG00000034667	
Sfxn5	94282	ENSMUSG00000033720	Q925N0
Kctd13	233877	ENSMUSG00000030685	Q8BGV7
Tlk1	228012	ENSMUSG00000041997	Q8C0V0
Bola1	69168	ENSMUSG00000015943	Q9D8S9
Tiam1	21844	ENSMUSG00000002489	
Apc2	23805	ENSMUSG00000020135	
Xpot	73192	ENSMUSG00000034667	Q9CRT8
Sfxn5	94282	ENSMUSG00000033720	
Btbd35f14	100040732	ENSMUSG00000078324	
Bag4	67384	ENSMUSG00000037316	Q8CI61
Btbd35f6	100040781	ENSMUSG00000096915	
Atad1	67979	ENSMUSG00000013662	Q9D5T0
Klk1b5	16622	ENSMUSG00000066512	P15945
Zar1	317755	ENSMUSG00000063935	Q80SU3
Atad1	67979	ENSMUSG00000013662	
Zar1	317755	ENSMUSG00000063935	
Arl6ip4	65105	ENSMUSG00000029404	Q9JM93
Btbd35f9	100862369	ENSMUSG00000118429	
Olfr1310	258441	ENSMUSG00000108827	
Ovgp1	12659	ENSMUSG00000074340	Q62010
Tex21	80384	ENSMUSG00000021056	
Lamtor4	66096	ENSMUSG00000050552	Q8CF66
Spin2g	108168468	ENSMUSG00000095659	
Ovgp1	12659	ENSMUSG00000074340	
Olfr1311	258271	ENSMUSG00000109403	
Nfib	18028	ENSMUSG00000008575	P97863
Slc16a11	216867	ENSMUSG00000040938	Q5NC32
Rgs9bp	243923	ENSMUSG00000056043	Q148R9
Cdk18	18557	ENSMUSG00000026437	Q04899
Olfr1312	258359	ENSMUSG00000074947	
Plpp3	67916	ENSMUSG00000028517	Q99JY8
Lama3	16774	ENSMUSG00000024421	Q61789
Slc16a11	216867	ENSMUSG00000040938	
Zbtb7c	207259	ENSMUSG00000044646	Q8VCZ7
Zkscan14	67235	ENSMUSG00000029627	Q9Z1D9
Pink1	68943	ENSMUSG00000028756	
Zkscan14	67235	ENSMUSG00000029627	
Slc10a4l		ENSMUSG00000060204	
Vmn2r50	434117	ENSMUSG00000094606	
Klk1	16612	ENSMUSG00000063903	P15947
Cdk18	18557	ENSMUSG00000026437	
Gm12728		ENSMUSG00000083780	
Klk1	16612	ENSMUSG00000063903	
Dcaf13	223499	ENSMUSG00000022300	Q6PAC3
Vmn2r51	100042921	ENSMUSG00000058685	
Rab29	226422	ENSMUSG00000026433	
Olfr1313	258257	ENSMUSG00000074946	
Pink1	68943	ENSMUSG00000028756	Q99MQ3
Phlpp1	98432	ENSMUSG00000044340	Q8CHE4
Actb	11461	ENSMUSG00000029580	P60710
Actb	11461	ENSMUSG00000029580	
Lrrc75a	192976	ENSMUSG00000046417	Q7TSF4
Ncoa1	17977	ENSMUSG00000020647	P70365
Arhgap19	71085	ENSMUSG00000025154	Q8BRH3
Orai3	269999	ENSMUSG00000043964	
Rab11fip5	52055	ENSMUSG00000051343	Q8R361
Arhgap19	71085	ENSMUSG00000025154	
Mast4	328329	ENSMUSG00000034751	
Orai3	269999	ENSMUSG00000043964	Q6P8G8
Ncoa1	17977	ENSMUSG00000020647	
Tsen54	76265	ENSMUSG00000020781	Q8C2A2
Rab11fip5	52055	ENSMUSG00000051343	
Olfr1314	258442	ENSMUSG00000074945	
Atp5pb	11950	ENSMUSG00000000563	Q9CQQ7
Scgb1b24	100043860	ENSMUSG00000078753	
Olfr1315-ps1		ENSMUSG00000109033	
Atp5pb	11950	ENSMUSG00000000563	
Lzts1	211134	ENSMUSG00000036306	P60853
Olfr1316	258737	ENSMUSG00000109801	
Tsen54	76265	ENSMUSG00000020781	
Abcc3	76408	ENSMUSG00000020865	
Olfr1317	258440	ENSMUSG00000050776	
9230102O04Rik		ENSMUSG00000079602	
Galk2	69976	ENSMUSG00000027207	
Mast4	328329	ENSMUSG00000034751	Q811L6
4930412O13Rik		ENSMUSG00000025783	
Flg	14246	ENSMUSG00000102439	
Mindy3	66960	ENSMUSG00000026767	
Lrrc52	240899	ENSMUSG00000040485	Q5M8M9
Slc35f5	74150	ENSMUSG00000026342	
Tfap2a	21418	ENSMUSG00000021359	
Pgs1	74451	ENSMUSG00000017715	Q8BHF7
Pgs1	74451	ENSMUSG00000017715	
Galk2	69976	ENSMUSG00000027207	Q68FH4
Mthfd1	108156	ENSMUSG00000021048	Q922D8
Zkscan5	22757	ENSMUSG00000055991	Q9Z1D8
Mthfd1	108156	ENSMUSG00000021048	
Shtn1	71653	ENSMUSG00000041362	Q8K2Q9
Ash2l	23808	ENSMUSG00000031575	Q91X20
Zkscan5	22757	ENSMUSG00000055991	
Nckap1	50884	ENSMUSG00000027002	P28660
Nckap1	50884	ENSMUSG00000027002	
Kif20a	19348	ENSMUSG00000003779	P97329
Ash2l	23808	ENSMUSG00000031575	
Tsg101	22088	ENSMUSG00000014402	Q61187
Sez6l2	233878	ENSMUSG00000030683	Q4V9Z5
Gata3	14462	ENSMUSG00000015619	P23772
Sez6l2	233878	ENSMUSG00000030683	
Tsg101	22088	ENSMUSG00000014402	
Kif20a	19348	ENSMUSG00000003779	
Kcng4	66733	ENSMUSG00000045246	Q80XM3
Gata3	14462	ENSMUSG00000015619	
Kcna7	16495	ENSMUSG00000038201	Q17ST2
Cdx1	12590	ENSMUSG00000024619	P18111
Slc35f5	74150	ENSMUSG00000026342	Q8R314
Loxl3	16950	ENSMUSG00000000693	Q9Z175
Ighv2-4		ENSMUSG00000095866	
Slc16a3	80879	ENSMUSG00000025161	P57787
Loxl3	16950	ENSMUSG00000000693	
Mrps12	24030	ENSMUSG00000045948	O35680
Rdh11	17252	ENSMUSG00000066441	Q9QYF1
Slc16a3	80879	ENSMUSG00000025161	
Zbtb7a	16969	ENSMUSG00000035011	
Rdh11	17252	ENSMUSG00000066441	
BC017158	233913	ENSMUSG00000030780	
Ccnq	69109	ENSMUSG00000049489	Q8QZR8
Fkbp8	14232	ENSMUSG00000019428	O35465
Mrps12	24030	ENSMUSG00000045948	
Zfp930	234358	ENSMUSG00000059897	
Ighv5-9		ENSMUSG00000095285	
Tnfaip6	21930	ENSMUSG00000053475	O08859
Wipf1	215280	ENSMUSG00000075284	Q8K1I7
Cyp4f15	106648	ENSMUSG00000073424	
Noto	384452	ENSMUSG00000068302	Q5TIS6
Fscn1	14086	ENSMUSG00000029581	Q61553
Noto	384452	ENSMUSG00000068302	
Lyrm9	66274	ENSMUSG00000072640	Q3UN90
Fkbp8	14232	ENSMUSG00000019428	
Cubn	65969	ENSMUSG00000026726	Q9JLB4
Fscn1	14086	ENSMUSG00000029581	
Lyar	17089	ENSMUSG00000067367	Q08288
Lyrm9	66274	ENSMUSG00000072640	
Igfbp4	16010	ENSMUSG00000017493	P47879
Plcd3	72469	ENSMUSG00000020937	
Wipf1	215280	ENSMUSG00000075284	
Igfbp4	16010	ENSMUSG00000017493	
Dpm3	68563	ENSMUSG00000042737	Q9D1Q4
Zbtb7a	16969	ENSMUSG00000035011	O88939
Lyar	17089	ENSMUSG00000067367	
Oprd1	18386	ENSMUSG00000050511	P32300
Atp13a2	74772	ENSMUSG00000036622	
Ighv2-6-8		ENSMUSG00000076646	
Msantd1	403174	ENSMUSG00000051246	
Plcd3	72469	ENSMUSG00000020937	Q8K2J0
Aup1	11993	ENSMUSG00000068328	
Tspan1	66805	ENSMUSG00000028699	Q99J59
Msantd1	403174	ENSMUSG00000051246	Q8BIL2
Tspan1	66805	ENSMUSG00000028699	
Adgrb2	230775	ENSMUSG00000028782	
9430038I01Rik	77252	ENSMUSG00000040139	Q9CX25
Usp35	244144	ENSMUSG00000035713	
Mindy3	66960	ENSMUSG00000026767	Q9CV28
9430038I01Rik	77252	ENSMUSG00000040139	
Ccdc157	216516	ENSMUSG00000051427	Q5SPX1
Cdc23	52563	ENSMUSG00000024370	
Sdc1	20969	ENSMUSG00000020592	P18828
Adgrb2	230775	ENSMUSG00000028782	Q8CGM1
Gm49661		ENSMUSG00000111184	
Serpini1	20713	ENSMUSG00000027834	
Dnah17	69926	ENSMUSG00000033987	
Alcam	11658	ENSMUSG00000022636	Q61490
Alcam	11658	ENSMUSG00000022636	
Pgr	18667	ENSMUSG00000031870	Q00175
Junb	16477	ENSMUSG00000052837	P09450
Sdc1	20969	ENSMUSG00000020592	
Tmem41b	233724	ENSMUSG00000047554	Q8K1A5
Vmn2r39	545909	ENSMUSG00000096658	
Smox	228608	ENSMUSG00000027333	Q99K82
Serpini1	20713	ENSMUSG00000027834	O35684
Tmem41b	233724	ENSMUSG00000047554	
Vmn2r52	384534	ENSMUSG00000091930	
Il12rb2	16162	ENSMUSG00000018341	
